"Id","ChannelUrl","Status","Name","Area","Company","Group","ChannelName","Thumbnail","CreateTime","IsGreen"
"5133","https://www.youtube.com/channel/UC0G49r8oFgD_TFk9_6Aji8g","Activity","冊心kokoro","TW","","","冊心kokoro","https://yt3.googleusercontent.com/HkOV_fWEescP_-iorpweKtBN-xANlLtDxGyKUKV574-b0LotDT8uXk4sMAiXiZxPBtmL1C1TEw=s176-c-k-c0x00ffffff-no-rj","2023-08-21 03:01:01","False"
"5134","https://www.youtube.com/channel/UCuPHlMEd0cR-tvAYPjGWVwQ","NotActivity","詩雨蔻達","TW","","","詩雨蔻達 Shiu Coda Ch.","https://yt3.googleusercontent.com/s5pVDPZS7Lbh7GpxD0QsP7PC2eHPy5kNEdSjoREUm9ChYWYSZHQ_PM-YHM0yFag8NPRViXU-fx0=s176-c-k-c0x00ffffff-no-rj","2023-03-06 03:01:01","False"
"5135","https://www.youtube.com/channel/UC5bHZZ2df6_oFgOM_34_-aw","Activity","艾琳妮雅","TW","","","艾琳妮雅 Arrynia Vaeri Ch.","https://yt3.googleusercontent.com/DWmpSLcZvB1OtsePcODhpMIMEP1mhitJr9twhJQfNRdtzPZl20b4gy74JGh1VQYftZ4ed1Wk=s176-c-k-c0x00ffffff-no-rj","2023-03-06 03:01:01","False"
"5136","https://www.youtube.com/channel/UCWEOI4TNvZQh-SDcdMrifyg","NotActivity","利卡洛斯","TW","","","利卡洛斯 LiKaRuZ Ch.","https://yt3.googleusercontent.com/lAuMyKZGeWQ-BUU_yxzIRKUiExUr_fOviXg1NeR2Eix54aT7hhCdvcJAzSali61Y0_sWS7NF7Q=s176-c-k-c0x00ffffff-no-rj","2023-03-06 03:01:01","False"
"5137","https://www.youtube.com/channel/UCjcXw7nWechEaodFEWtDk1Q","Activity","姬城三千華","TW","","","姬城三千華 Himegi Michika Ch.","https://yt3.googleusercontent.com/RctTLm4OvqD83y4vwwnn7OTY0mgAS7tp97NOhkaZ5EXQsqNcgfTIOeTv3EyHFiQr2sHKoLvj=s176-c-k-c0x00ffffff-no-rj","2023-03-06 03:01:01","False"
"5138","https://www.youtube.com/channel/UCmLSgrqNG38HAk6a1RqmTmg","NotActivity","雲際線工作室","TW","","","雲際線工作室Cloud Horizon【官方頻道】","https://yt3.googleusercontent.com/_98D_N2VSuoRw-69JqWCEi6k5odPqGjQs8qri-wPbMWbMJ8mwqYzyyeroU4MqOhuPFWUDJrUbiQ=s176-c-k-c0x00ffffff-no-rj","2023-01-23 03:01:01","False"
"5139","https://www.youtube.com/channel/UC9b8gLN8sd2P6onzDjacLSw","NotActivity","格里奧","TW","","","elf grelio ch.格里奧","https://yt3.googleusercontent.com/nP-_fRmNrWjI-gLreFMdh7z2LhJjunUfQdRT09S-f1UzAo-h6R7VnIrNi0Tl8czhWzDk1WK0mQ=s176-c-k-c0x00ffffff-no-rj","2023-03-06 03:01:01","False"
"5140","https://www.youtube.com/channel/UCNOLb8OqdOo4nwatxJEec5w","NotActivity","Roliand老練的大喇叭","TW","","","Roliand老練的大喇叭","https://yt3.googleusercontent.com/WHF0aswhP3J-7S5kTMlRezbNghI4OULMwHp7LyfbCgufs9gNkZyAhu64MUtnTbYDo_etVoGQXHA=s176-c-k-c0x00ffffff-no-rj","2023-02-06 03:01:01","False"
"5141","https://www.youtube.com/channel/UCGPt0iQFWLM16VqGKpcmc2g","Prepare","鳶尾Iris","TW","","","鳶尾Iris【妖妖林所屬】","https://yt3.googleusercontent.com/iEW5ktSV63q4EYE1wpRahWI_X4EhgoYMffFv3i9Codmd1FnWgoeB79xITID3xpoXSKaOvCCaCw=s176-c-k-c0x00ffffff-no-rj","2023-01-23 03:01:01","False"
"5142","https://www.youtube.com/channel/UCV-G2es-TfZJ13eG5-Y0htA","NotActivity","浮璃 瓦萊利","TW","","","Fuil Valerie Ch. 浮璃·瓦萊利","https://yt3.googleusercontent.com/g_-OEjcvoiyGfpq8gN1tcauw2cSd8XoKKfJwQFJWHzxQQ_4ONSiFBmJ2_mRHoIQR4uo8LlI0J3g=s176-c-k-c0x00ffffff-no-rj","2023-03-27 03:01:01","False"
"5143","https://www.youtube.com/channel/UCYOkW7pX3ef3XBlauinT6iw","Activity","電話詅","TW","","","電話詅 【Danwariing】","https://yt3.googleusercontent.com/k4dpvzhEZ6WesvF2WlGjpR8G-8cTIeypjgHlJTG7r3WQgtUWWW72FT1RCyp9E_I3aC6pT4CLYw=s176-c-k-c0x00ffffff-no-rj","2023-01-30 03:01:01","False"
"5144","https://www.youtube.com/channel/UCxKU9TuIc_Jgm1w7bXXQx3w","NotActivity","CODENAME:X","TW","","","CODENAME 【 X 】 ","https://yt3.googleusercontent.com/9D7JmwR_ZfX5zWeg-QfuUVUD3uLyINyO4xyeXG8DZ6WvHmYOsEsbP3ZdhxQFdChNu3OxxLQ4=s176-c-k-c0x00ffffff-no-rj","2023-02-06 03:01:01","False"
"5145","https://www.youtube.com/channel/UCo20K6EZO7O23eKyDpPclLA","NotActivity","諾亞·希爾維斯特","TW","",""," 【Petrichor🦘】諾亞·希爾維斯特 ch","https://yt3.googleusercontent.com/ppZsyV1hIYPvezOH-DxH-Sc9tyDs5yyontjIi01MbfVJOreCbevgwHrmPvNtFGBTge5O6CTpgp0=s176-c-k-c0x00ffffff-no-rj","2023-01-30 03:01:01","False"
"5146","https://www.youtube.com/channel/UCrMZCqZNmFIUDP5FPLJw4vg","NotActivity","鹿咲ミス","TW","","","Misù Ch. 鹿咲ミス ","https://yt3.googleusercontent.com/_RqC1oqn7yvzdLhZJOmoaFzqR1tYh4gAX5OxbnL11TKDWHM1-f-6tPIZ9Y4Lo-ltAiTz0UVgzA=s176-c-k-c0x00ffffff-no-rj","2023-01-30 03:01:01","False"
"5147","https://www.youtube.com/channel/UC7sSIsmQvFA-pToDy-KdNVA","Prepare","天野結城","TW","","","天野結城 Amano Yuuki","https://yt3.googleusercontent.com/fK4p5a-AupUE1HK4oc9c6SHWvu1amxphiOInr2dBi9Pz8SO1FgFJylPZ22hk_F4jznDBYGacJw=s176-c-k-c0x00ffffff-no-rj","2023-01-30 03:01:01","False"
"5148","https://www.youtube.com/channel/UCs8KEq3xHINSjQ2qUlF9iDA","NotActivity","夢聆","TW","","","夢聆 MonLing","https://yt3.googleusercontent.com/aQU_sxlXflD_xBLTkTpPAh2fqXCToJX97bSNwu1awQPFOGvLX2eCtt8CEb-npcAF3At5VKWa4OI=s176-c-k-c0x00ffffff-no-rj","2023-02-06 03:01:01","False"
"5149","https://www.youtube.com/channel/UCW9cx5JmIcjDO2INhbhz6bw","NotActivity","沈梅","TW","","","沈梅Shenmei ch. ","https://yt3.googleusercontent.com/33EsizIBgVKNJWzl3ggaGJPr38Bpyad_EK-INe6jF9AVsybLUM3NkC2XZsulCSBQFuGLn2jF=s176-c-k-c0x00ffffff-no-rj","2023-06-05 03:01:01","False"
"5150","https://www.youtube.com/channel/UCUFQ5IaPMisaDreXrMUdpGQ","Activity","阿嚕","TW","","","ARu呼嚕嚕 Ch.","https://yt3.googleusercontent.com/vQDXWzY5TqYsxbKfnPd8eVhb8_ES_8uYlujxG2cKYLqeVRX0B1DpD-kB4RwXLwQ3DxIibnVN=s176-c-k-c0x00ffffff-no-rj","2023-02-06 03:01:01","False"
"5151","https://www.youtube.com/channel/UCAZDROQndBpyMWltzpbjq1g","NotActivity","雪城ユウキ","TW","","","YukishiroYuki Ch. 雪城ユウキ","https://yt3.googleusercontent.com/imc7wLnhssfwfAS-UJ4-R1FYzW7oUOznmFCZLiMdSfL7J3a30xHuJ-mWoyhK4LKiMP6zLcyHpA=s176-c-k-c0x00ffffff-no-rj","2023-02-13 03:01:01","False"
"5152","https://www.youtube.com/channel/UCIQElyqyPVikR_XQfta_Kww","NotActivity","栗可","TW","","","栗可蓓歐🌰🐰Rika99 ch.","https://yt3.googleusercontent.com/pO4gSHLP79cf88TDvUEJaMxV8e6lNVcTWDGuq7Tpc0YvHFes-7A8UbvxtGbT9JZ1gDndto_neQ=s176-c-k-c0x00ffffff-no-rj","2023-02-27 03:01:01","False"
"5153","https://www.youtube.com/channel/UCReRegvdg0QaIS-4L-Z1Q9g","NotActivity","階梯貓","TW","","","階梯貓 JTcat ch.","https://yt3.googleusercontent.com/zyvOl_EyeJUvLrdHO6Dg0ksDHgZTApEWH9DyaAYdgS407ftR5mp3xcP0QahKUwtC6YS3-gLJ9Bc=s176-c-k-c0x00ffffff-no-rj","2023-02-06 03:01:01","False"
"5154","https://www.youtube.com/channel/UCDGexEpqBRw7uKHTMvOR0OA","NotActivity","墨寒","TW","","","墨寒 Mohan Ch.","https://yt3.googleusercontent.com/opNR0oLO3P-_d2l8r_-ePgcC2MYRgjmZ_uJUZYPEtAy3dEsJQFjzqc7a9b3Gz1Op46wyzWxCqVI=s176-c-k-c0x00ffffff-no-rj","2023-02-06 03:01:01","False"
"5155","https://www.youtube.com/channel/UCsUC5-xwYmKXSwf-MEF2mqQ","NotActivity","茶米醬","TW","","","茶米醬","https://yt3.googleusercontent.com/xPoiurKUiRt4XPe9XVi8sAZjkoLN7_vVNrGpn2RJbN_NLQ94UrR3ZdDomVdL8gCyt6dDje9frw=s176-c-k-c0x00ffffff-no-rj","2023-02-20 03:01:01","False"
"5156","https://www.youtube.com/channel/UCjK0XZeK4cxJ8ZPD7EgRP1w","NotActivity","弗倫頓","TW","","","弗倫頓FLUORITUM","https://yt3.googleusercontent.com/jdXNfACmJNpV-fwBuImOKFikZGmTCmG_-6afkCUZDrlO-splAwZ4BS2y-fOIjFLiS6v8AiBkqQ=s176-c-k-c0x00ffffff-no-rj","2023-02-13 03:01:01","False"
"5157","https://www.youtube.com/channel/UCLo9izpNmgsiOkpg3fdATVA","Activity","日向幽","TW","","","日向幽幽","https://yt3.googleusercontent.com/5QM5_8tZJgsBZHsSWDSPNroKIRpEvzWTx_ZoP7uw_dhmjBpfdzuRYw9K3kPlHHG45ZwzmMdlaQ=s176-c-k-c0x00ffffff-no-rj","2024-01-08 03:01:01","False"
"5158","https://www.youtube.com/channel/UCcyyMqsbf6yP-5dQCdsWJ0g","NotActivity","貝爾‧希普諾絲","TW","","","貝爾‧希普諾絲 Beier Hypnos Ch.","https://yt3.googleusercontent.com/0wYSkCs5ND-ycTmyYe02zUgzeE0I9EnMJ4LaPvfe7PBfOqJ9-Ot2f1wTqzWtA2H1kOMEDzL0gMQ=s176-c-k-c0x00ffffff-no-rj","2023-02-20 03:01:01","False"
"5159","https://www.youtube.com/channel/UCwYnoTo3i4LL0cvPsigML0Q","Activity","阿戴","TW","","","阿戴adai🦊🐳","https://yt3.googleusercontent.com/IAxzJxCpaK1o5s2WCQEP0bMG3WWgczCCC1V9ZZrMQAp4YXPRX-vymkCMGr6OEzFE97IP-4UT7w=s176-c-k-c0x00ffffff-no-rj","2023-03-27 03:01:01","False"
"5160","https://www.youtube.com/channel/UCEL3Y_KbQYNRtD9Etyif5FQ","NotActivity","犬張子","TW","","","犬張子Inu hariko","https://yt3.googleusercontent.com/RQSAlQpo3lCkFJd8XAYhp0JYvJM8ZGerqZsLNwrAeQL14MUuXhZlhBzxH4f6gHoF5DYzZtzqtg=s176-c-k-c0x00ffffff-no-rj","2023-02-13 03:01:01","False"
"5161","https://www.youtube.com/channel/UCzQY69lK1fqRwJEvvH917MQ","NotActivity","莉希特","TW","","","莉希特Licht Ch.","https://yt3.googleusercontent.com/0eirG39yk7GF4Mm8_GTK1A_uSKcYlJUOMByEneW7n8UHjBX-Vx15SZv88jck0zoNcsQ4NvIZOw=s176-c-k-c0x00ffffff-no-rj","2023-03-06 03:01:01","False"
"5162","https://www.youtube.com/channel/UCVG2aSktF0d_4nJPKfesGAw","Activity","弎羊開泰","TW","","","弎羊開泰 Ch.","https://yt3.googleusercontent.com/gAekLaA2xIjNL8gRvdqhTiLDg6ZSAofuRjR3Ivrrk6F_Raz_pOz272gErws8HQDClfvUSWQy=s176-c-k-c0x00ffffff-no-rj","2023-02-13 03:01:01","False"
