"Id","ChannelUrl","Name","SubscriberCount","ViewCount","MedianViewCountDay7","HighestViewCountDay7","HighestViewVideoUrlDay7","HighestViewVideoTitleDay7","HighestViewVideoThumbnailDay7","HighestSingingViewCountDay7","HighestViewSingingVideoUrlDay7","HighestViewSingingVideoTitleDay7","HighestViewSingingVideoThumbnailDay7","MedianViewCountDay30","HighestViewCountDay30","HighestViewVideoUrlDay30","HighestViewVideoTitleDay30","HighestViewVideoThumbnailDay30","HighestSingingViewCountDay30","HighestViewSingingVideoUrlDay30","HighestViewSingingVideoTitleDay30","HighestViewSingingVideoThumbnailDay30"
"5","https://www.youtube.com/channel/UCSnJ7To9jR42Xx3Puf1Ar6Q","Ness9s奈斯糖","10700","410939","161","190","http://youtu.be/Y4LGyWZpp0I","【狐旅遊 - 高雄丹丹篇】來吃吃傳說中的丹丹漢堡！歡迎推薦高雄美食、好玩的地方✨｜Ness9s奈斯糖","https://i.ytimg.com/vi/Y4LGyWZpp0I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAa5KCklazyPLIcqAMmSGjkHTL0Mg","0","","","","192","349","http://youtu.be/l2t-gAUAw0k","【官方精華】確診到失聲？！新冠後遺症長達半年？！甜美嗓音竟變成OOO！｜Ness9s奈斯糖","https://i.ytimg.com/vi/l2t-gAUAw0k/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCT-F_dZ8P1X20jreTAU__dQths9A","0","","",""
"26","https://www.youtube.com/channel/UCjv4bfP_67WLuPheS-Z8Ekg","浠","182000","28560273","16446","43288","http://youtu.be/1SHgAH-NR-8","【二周年合唱祭】30位以上超豪華嘉賓陣容助陣歌回✨今年也要和大家一起開心慶祝周年~！ゲスト総勢30名以上‼超超超豪華合唱歌枠🎤【浠Mizuki Karaoke】","https://i.ytimg.com/vi/1SHgAH-NR-8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAbQz_AiMXp-VTi-6Jlb28vgTVRNA","43288","http://youtu.be/1SHgAH-NR-8","【二周年合唱祭】30位以上超豪華嘉賓陣容助陣歌回✨今年也要和大家一起開心慶祝周年~！ゲスト総勢30名以上‼超超超豪華合唱歌枠🎤【浠Mizuki Karaoke】","https://i.ytimg.com/vi/1SHgAH-NR-8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAbQz_AiMXp-VTi-6Jlb28vgTVRNA","9126","43288","http://youtu.be/1SHgAH-NR-8","【二周年合唱祭】30位以上超豪華嘉賓陣容助陣歌回✨今年也要和大家一起開心慶祝周年~！ゲスト総勢30名以上‼超超超豪華合唱歌枠🎤【浠Mizuki Karaoke】","https://i.ytimg.com/vi/1SHgAH-NR-8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAbQz_AiMXp-VTi-6Jlb28vgTVRNA","43288","http://youtu.be/1SHgAH-NR-8","【二周年合唱祭】30位以上超豪華嘉賓陣容助陣歌回✨今年也要和大家一起開心慶祝周年~！ゲスト総勢30名以上‼超超超豪華合唱歌枠🎤【浠Mizuki Karaoke】","https://i.ytimg.com/vi/1SHgAH-NR-8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAbQz_AiMXp-VTi-6Jlb28vgTVRNA"
"43","https://www.youtube.com/channel/UCKe1Q0YIwT-hzrZs_uxGb2g","稻乙緹","45800","2206291","12231","59287","http://youtu.be/DSZvLPmbmNI","非常好瑟瑟抱枕  實況主一致推薦 | (彈吉他)","https://i.ytimg.com/vi/DSZvLPmbmNI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBA91NWT2esZbhoztoXWOMVBR4brA","0","","","","10036","60611","http://youtu.be/YxN6hFXbbhU","9QOQ親自指導稻呆瓜 直接崩潰！換彈切刀技能按鍵全拔！ 特戰英豪 @9qoq9qoq​","https://i.ytimg.com/vi/YxN6hFXbbhU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB4a1Y1r9NyzbOxSokFNJ9BYMfVqw","0","","",""
"44","https://www.youtube.com/channel/UCltL6Tvv1aKrrYt4tnkmNtw","帕豹","32500","944736","2509","7696","http://youtu.be/mWXqYBgvHDs","【ASMR 3Dio Free Space XLR Pro ll】姊姊的課後輔導 ♡｜細語、親吻、舔耳♡｜下課了嗎?  嗷嗷 ♡","https://i.ytimg.com/vi/mWXqYBgvHDs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA3SNEDw9Co2jHPtWh5xJ2MyXxCGg","0","","","","2739","15820","http://youtu.be/_-RdvLT0w2g","【ASMR 3Dio Free Space XLR Pro ll】姊姊的舔耳時間 ♡｜舔耳、撒嬌、溫柔♡｜你能忍住嗎? 嗷嗷 ♡","https://i.ytimg.com/vi/_-RdvLT0w2g/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBXwdRZH_ow5DHg-KY6ar0cCGcYkQ","2773","http://youtu.be/fHKXSKKspFE","【歌回】今天是歌回唷! 沒有要臭!  ♡  嗷嗚~ #vtuber","https://i.ytimg.com/vi/fHKXSKKspFE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCcKQH3QfS2vmIMzjGwweAc0Nn1ew"
"47","https://www.youtube.com/channel/UC_KEI-aB1kt0qHnVC2xuX8g","極彩天繪","1930","56026","79","83","http://youtu.be/0qvvpF4cquw","【突發】大機率鬼轉 初見歡迎【極彩天繪】","https://i.ytimg.com/vi/0qvvpF4cquw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD2-4I1VWpBKBPlTvAlevLGrd8vkQ","0","","","","119","540","http://youtu.be/XIIjkPq_ok0","【二週年紀念直播】兩年好快! 屬於我們的紀念日 【極彩天繪】","https://i.ytimg.com/vi/XIIjkPq_ok0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCrqCQdPLy6SNPNqp7AUJwHKbKCsA","191","http://youtu.be/G7GWOIWP_i4","【歌回】我不管 我就是要突發唱歌【極彩天繪】","https://i.ytimg.com/vi/G7GWOIWP_i4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAKVXMboP9fYuPJJgp_I8Di23OtWg"
"54","https://www.youtube.com/channel/UC8FQ_7amNGvt6sMIfGGVECQ","鐵匠B.S.","1270","35564","0","0","","","","0","","","","61","117","http://youtu.be/x8PZbcWpSj4","【頻道二週年慶祝凸待】今天用黑貓匠模式試試凸待 ※有自由call in 時段 (歡迎各種朋朋) 【貓貓匠 | Vtuber】","https://i.ytimg.com/vi/x8PZbcWpSj4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDeDrLy-I8S9nMrpcp_kQdGJT1wDg","0","","",""
"60","https://www.youtube.com/channel/UCdekm6MVTBWof6u0vkQwyPA","紅梅","1240","63036","97","97","http://youtu.be/tUrPns5-5-A","【柏德之門3】那些你可能錯過的書？！100本書蟲成就達成【紅梅】","https://i.ytimg.com/vi/tUrPns5-5-A/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCZ5JUa_QV-EIhPv3htam8pSUcN_g","0","","","","112","200","http://youtu.be/KGnV_uTSvo0","【台V】紅梅/Overdose【VLV】","https://i.ytimg.com/vi/KGnV_uTSvo0/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAqQFigIMCAAQARhdIF0oXTAP&rs=AOn4CLBwQTQyzNPjrLhLGUxZZmoCU17olQ","0","","",""
"67","https://www.youtube.com/channel/UC_wZTg59Tq6GqyPnFe_ICjQ","千草まる","1170","22583","37","40","http://youtu.be/qinnc_QPK0Q","【Mahjong Soul：雀魂】ft.貓抓板們－報告一下近況，解一下任務【直播記錄檔】","https://i.ytimg.com/vi/qinnc_QPK0Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB_M5lN7d8m2-hPFuizVT132-h1Vw","0","","","","40","187","http://youtu.be/gzFQKAjjjLw","【Never Breakup：永不分手】開啟新遊戲！我們被綁再一起啦XD ft.青羽ミ【千草まる​】","https://i.ytimg.com/vi/gzFQKAjjjLw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCl4u38F16NHdGVp-f9qcEef1SMEg","0","","",""
"68","https://www.youtube.com/channel/UClCygZk-T8H-Q2w-LDHlxQw","焦兒","11600","833085","349","349","http://youtu.be/isDbG1ykpz4","《特戰英豪》乾淨俐落的槍法，使其他實況主主播讚嘆不已 VALORANT《焦兒》","https://i.ytimg.com/vi/isDbG1ykpz4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDGbIrQuxmtFIWSFQGE6geniLS6bg","0","","","","782","1150","http://youtu.be/La4A5L64ouA","加班台第20天！巫女服視訊開啟中《焦兒》","https://i.ytimg.com/vi/La4A5L64ouA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBrBYxZ_L8GPXVzMWP04RTma8QHIA","0","","",""
"70","https://www.youtube.com/channel/UC6oqmpqc_WhQ6XrD4E28V_w","鮭魚","235","5844","33","33","http://youtu.be/glsBokIeruM","【致親愛的○○】給摯愛的妳【鮭魚Shamon】","https://i.ytimg.com/vi/glsBokIeruM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDpmzek822J17YQ9MwsrjCluDK5hw","0","","","","35","49","http://youtu.be/J0rJiXpd9zg","【SIGNALIS】輪迴、肉塊、二週目【鮭魚Shamon】","https://i.ytimg.com/vi/J0rJiXpd9zg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBPIPriMKo6vZzyYbv_PVyz5XwkfA","0","","",""
